date,produit,categorie,prix,quantite,ville,mode_paiement,vendeur,chiffre_affaires
2024-06-19,Tissu Bogolan 3 yards,Textile,12102.0,2.0,Dakar,Espèces,V042,24204.0
2024-02-19,"Téléviseur LED 32""",Électronique,121310.0,1.0,Dakar,Orange Money,V040,121310.0
2024-02-21,Cuisinière 4 feux,Électroménager,166518.0,1.0,Thiès,Wave,V009,166518.0
2024-10-16,Briques creuses (unité),Construction,218.0,268.0,Thiès,Wave,V028,58424.0
2024-05-26,Micro-ondes 20L,Électroménager,67874.0,1.0,Saint-Louis,Orange Money,V022,67874.0
2024-12-02,Ventilateur sur pied,Électroménager,37409.0,1.0,Thiès,Espèces,V016,37409.0
2024-09-19,Riz brisé 50kg,Alimentation,23513.0,2.0,Ziguinchor,Carte bancaire,V015,47026.0
2024-03-20,Bazin riche 5 yards,Textile,36959.0,5.0,Thiès,Orange Money,V023,184795.0
2024-03-15,Tecno Spark 40 5G,Électronique,101841.0,1.0,Dakar,Orange Money,V047,101841.0
2024-04-27,Samsung Galaxy A25,Électronique,127277.0,1.0,Dakar,Wave,V026,127277.0
2024-12-01,Farine blé 50kg,Alimentation,28158.0,1.0,Dakar,Wave,V013,28158.0
2024-09-17,Écouteurs Bluetooth,Électronique,16074.0,1.0,Dakar,Orange Money,V042,16074.0
2024-07-14,Riz parfumé 50kg,Alimentation,34150.0,4.0,Thiès,Orange Money,V002,136600.0
2024-10-01,Samsung Galaxy A25,Électronique,128883.0,1.0,Saint-Louis,Orange Money,V017,128883.0
2024-02-05,Carrelage m²,Construction,8264.0,1.0,Thiès,Wave,V009,8264.0
2024-02-26,Samsung Galaxy A25,Électronique,122626.0,1.0,Dakar,Carte bancaire,V006,122626.0
2024-08-23,Parfum femme 100ml,Cosmétiques,22907.0,1.0,Dakar,Wave,V027,22907.0
2024-05-29,Thé Lipton 200g,Alimentation,1805.0,3.0,Kaolack,Orange Money,V014,5415.0
2024-12-11,Boubou brodé homme,Textile,49111.0,3.0,Dakar,Espèces,V014,147333.0
2024-01-06,Tissu Bogolan 3 yards,Textile,10842.0,2.0,Thiès,Espèces,V012,21684.0
2024-04-27,Clé USB 32GB,Électronique,5371.0,1.0,Dakar,Wave,V007,5371.0
2024-02-04,Huile de coco 250ml,Cosmétiques,3879.0,2.0,Dakar,Orange Money,V041,7758.0
2024-12-18,Tissu Bogolan 3 yards,Textile,13864.0,4.0,Kaolack,Orange Money,V032,55456.0
2024-08-01,Savon noir Dudu Osun,Cosmétiques,1288.0,1.0,Thiès,Orange Money,V003,1288.0
2024-01-25,Savon noir Dudu Osun,Cosmétiques,1398.0,2.0,Thiès,Carte bancaire,V031,2796.0
2024-06-22,Thé Lipton 200g,Alimentation,1737.0,1.0,Dakar,Orange Money,V036,1737.0
2024-06-25,Congélateur 200L,Électroménager,2428.32,1.0,Kaolack,Orange Money,V021,242832.0
2024-12-08,Fer à béton 12mm,Construction,548.0,396.0,Dakar,Orange Money,V002,217008.0
2024-12-13,Maquillage palette,Cosmétiques,19710.0,1.0,Saint-Louis,Wave,V044,19710.0
2024-12-19,Carrelage m²,Construction,8258.0,2.0,Dakar,Espèces,V020,16516.0
2024-02-27,Fenêtre aluminium,Construction,48162.0,1.0,Thiès,Free Money,V023,48162.0
2024-09-15,Sable 1m³,Construction,22871.0,1.0,Dakar,Espèces,V039,22871.0
2024-07-02,Sarouel coton,Textile,11074.0,1.0,Dakar,Espèces,V030,11074.0
2024-02-08,Gravier 1m³,Construction,27321.0,1.0,Ziguinchor,Orange Money,V013,27321.0
2024-10-06,iPhone 12,Électronique,453899.0,1.0,Saint-Louis,Orange Money,V038,453899.0
2024-12-18,Dentelle Guipure 5 yards,Textile,23238.0,3.0,Dakar,Free Money,V001,69714.0
2024-01-09,Fer à repasser,Électroménager,18518.0,1.0,Dakar,Espèces,V020,18518.0
2024-06-21,Sable 1m³,Construction,28238.0,2.0,Dakar,Espèces,V011,56476.0
2024-10-31,Boubou brodé homme,Textile,44137.0,2.0,Dakar,Wave,V048,88274.0
2024-08-27,Samsung Galaxy A25,Électronique,124142.0,1.0,Dakar,Wave,V009,124142.0
2024-07-22,Dentelle Guipure 5 yards,Textile,23008.0,1.0,Thiès,Espèces,V042,23008.0
2024-08-13,Thé Lipton 200g,Alimentation,1797.0,1.0,Dakar,Carte bancaire,V041,1797.0
2024-07-28,Tissu Bogolan 3 yards,Textile,13189.0,1.0,Dakar,Carte bancaire,V040,13189.0
2024-03-22,Beurre de karité 500g,Cosmétiques,4912.0,1.0,Ziguinchor,Wave,V022,4912.0
2024-07-22,Parfum homme 100ml,Cosmétiques,27242.0,1.0,Thiès,Orange Money,V002,27242.0
2024-09-27,Sable 1m³,Construction,25095.0,3.0,Kaolack,Wave,V049,75285.0
2024-10-15,Parfum homme 100ml,Cosmétiques,24718.0,1.0,Dakar,Espèces,V019,24718.0
2024-02-02,Ventilateur sur pied,Électroménager,33397.0,1.0,Dakar,Orange Money,V042,33397.0
2024-01-15,iPhone 12,Électronique,442885.0,1.0,Saint-Louis,Orange Money,V044,442885.0
2024-01-11,Réfrigérateur 180L,Électroménager,271969.0,1.0,Dakar,Wave,V032,271969.0
2024-03-07,Huile d'argan 100ml,Cosmétiques,13708.0,1.0,Kaolack,Carte bancaire,V009,13708.0
2024-03-14,Tôles ondulées (unité),Construction,11544.0,2.0,Thiès,Orange Money,V016,23088.0
2024-12-14,Porte métallique,Construction,76529.0,3.0,Ziguinchor,Free Money,V033,229587.0
2024-02-02,Infinix Note 50 Pro,Électronique,141160.0,1.0,Saint-Louis,Espèces,V025,141160.0
2024-09-14,Thé Lipton 200g,Alimentation,1774.0,1.0,Saint-Louis,Wave,V001,1774.0
2024-12-01,Fer à béton 12mm,Construction,594.0,41.0,Saint-Louis,Orange Money,V025,24354.0
2024-01-02,Mixeur,Électroménager,24765.0,1.0,Kaolack,Espèces,V029,24765.0
2024-01-16,Sucre cristallisé 50kg,Alimentation,28733.0,3.0,Dakar,Orange Money,V013,86199.0
2024-04-06,Chargeur rapide,Électronique,8702.0,2.0,Kaolack,Wave,V027,17404.0
2024-01-14,Fer à béton 12mm,Construction,538.0,281.0,Thiès,Espèces,V035,151178.0
2024-01-23,Crème éclaircissante 500ml,Cosmétiques,9405.0,2.0,Dakar,Wave,V043,18810.0
2024-08-27,Micro-ondes 20L,Électroménager,62553.0,1.0,Kaolack,Orange Money,V046,62553.0
2024-01-12,Henné naturel 100g,Cosmétiques,2262.0,2.0,Dakar,Wave,V012,4524.0
2024-08-06,Mboubou femme,Textile,39489.0,2.0,Dakar,Espèces,V015,78978.0
2024-12-23,Tecno Spark 40 5G,Électronique,90991.0,1.0,Saint-Louis,Orange Money,V032,90991.0
2024-06-08,Gravier 1m³,Construction,26520.0,5.0,Dakar,Free Money,V026,132600.0
2024-12-29,Pagne Kenté 6 yards,Textile,23143.0,2.0,Thiès,Wave,V015,46286.0
2024-04-29,Porte métallique,Construction,77010.0,5.0,Thiès,Wave,V022,385050.0
2024-05-19,Chargeur rapide,Électronique,7981.0,1.0,Ziguinchor,Espèces,V032,7981.0
2024-12-22,Chargeur rapide,Électronique,6932.0,2.0,Kaolack,Wave,V023,13864.0
2024-06-26,Dattes 1kg,Alimentation,2839.0,1.0,Kaolack,Wave,V021,2839.0
2024-07-19,Carrelage m²,Construction,9069.0,1.0,Dakar,Wave,V032,9069.0
2024-08-17,Boubou brodé homme,Textile,45067.0,1.0,Dakar,Espèces,V007,45067.0
2024-03-10,Congélateur 200L,Électroménager,254289.0,1.0,Saint-Louis,Orange Money,V028,254289.0
2024-10-03,Sable 1m³,Construction,22959.0,10.0,Thiès,Carte bancaire,V037,229590.0
2024-05-23,Ventilateur sur pied,Électroménager,32567.0,2.0,Dakar,Free Money,V044,65134.0
2024-02-03,Parfum homme 100ml,Cosmétiques,24458.0,1.0,Dakar,Orange Money,V012,24458.0
2024-01-30,Thé Lipton 200g,Alimentation,1840.0,4.0,Thiès,Wave,V020,7360.0
2024-02-23,Moussor femme,Textile,16695.0,1.0,Ziguinchor,Orange Money,V023,16695.0
2024-10-08,Mixeur,Électroménager,24486.0,1.0,Dakar,Orange Money,V021,24486.0
2024-08-19,Samsung Galaxy A25,Électronique,116801.0,1.0,Dakar,Orange Money,V032,116801.0
2024-06-08,Peinture 25L,Construction,34838.0,3.0,Dakar,Wave,V041,104514.0
2024-03-09,Lait en poudre 1kg,Alimentation,4348.0,1.0,Dakar,Espèces,V026,4348.0
2024-03-16,Ventilateur sur pied,Électroménager,32954.0,1.0,Thiès,Espèces,V010,32954.0
2024-08-21,Mboubou femme,Textile,41742.0,4.0,Thiès,Espèces,V043,166968.0
2024-03-04,Voile hijab,Textile,2977.0,5.0,Kaolack,Wave,V002,14885.0
2024-06-20,Lait en poudre 1kg,Alimentation,4777.0,1.0,Dakar,Orange Money,V043,4777.0
2024-12-09,Moussor femme,Textile,13221.0,3.0,Dakar,Wave,V021,39663.0
2024-01-16,Henné naturel 100g,Cosmétiques,2498.0,1.0,Kaolack,Orange Money,V041,2498.0
2024-04-17,Tissu Bogolan 3 yards,Textile,10698.0,2.0,Saint-Louis,Espèces,V046,21396.0
2024-06-05,Réfrigérateur 180L,Électroménager,274902.0,1.0,Dakar,Free Money,V007,274902.0
2024-10-16,Huile d'argan 100ml,Cosmétiques,11301.0,1.0,Ziguinchor,Orange Money,V028,11301.0
2024-05-02,Écouteurs Bluetooth,Électronique,15054.0,1.0,Dakar,Free Money,V026,15054.0
2024-06-04,Gel coiffant 500ml,Cosmétiques,4386.0,1.0,Dakar,Carte bancaire,V011,4386.0
2024-07-16,Ciment 50kg,Construction,4326.0,1.0,Dakar,Orange Money,V044,4326.0
2024-12-25,Tissu Wax 6 yards,Textile,19522.0,5.0,Kaolack,Espèces,V021,97610.0
2024-07-07,Cuisinière 4 feux,Électroménager,186886.0,1.0,Dakar,Orange Money,V010,186886.0
2024-09-24,Tissu Bogolan 3 yards,Textile,10421.0,1.0,Dakar,Wave,V005,10421.0
2024-12-04,Chargeur rapide,Électronique,8836.0,1.0,Thiès,Espèces,V050,8836.0
2024-10-14,Bouilloire électrique,Électroménager,10797.0,1.0,Kaolack,Espèces,V028,10797.0
2024-10-25,Farine blé 50kg,Alimentation,29665.0,1.0,Kaolack,Orange Money,V010,29665.0
2024-08-13,Tecno Spark 40 5G,Électronique,95950.0,2.0,Dakar,Orange Money,V041,191900.0
2024-11-29,Lait en poudre 1kg,Alimentation,4454.0,1.0,Dakar,Espèces,V028,4454.0
2024-08-11,Écouteurs Bluetooth,Électronique,15946.0,2.0,Kaolack,Espèces,V005,31892.0
2024-12-16,Tôles ondulées (unité),Construction,11945.0,3.0,Dakar,Wave,V043,35835.0
2024-08-14,Huile de coco 250ml,Cosmétiques,3477.0,1.0,Kaolack,Espèces,V027,3477.0
2024-05-16,Ventilateur sur pied,Électroménager,35657.0,1.0,Kaolack,Orange Money,V037,35657.0
2024-11-04,Huawei Nova 13,Électronique,173268.0,1.0,Kaolack,Orange Money,V033,173268.0
2024-07-24,Moussor femme,Textile,16354.0,3.0,Kaolack,Wave,V047,49062.0
2024-09-17,Parfum femme 100ml,Cosmétiques,20520.0,2.0,Dakar,Orange Money,V004,41040.0
2024-06-20,Gel coiffant 500ml,Cosmétiques,4468.0,1.0,Thiès,Wave,V030,4468.0
2024-04-27,Porte métallique,Construction,71127.0,2.0,Ziguinchor,Orange Money,V021,142254.0
2024-05-09,Samsung Galaxy A25,Électronique,121716.0,1.0,Dakar,Orange Money,V046,121716.0
2024-08-29,Voile hijab,Textile,3760.0,3.0,Thiès,Orange Money,V038,11280.0
2024-12-25,Tissu Wax 6 yards,Textile,18526.0,1.0,Kaolack,Espèces,V018,18526.0
2024-06-10,Boubou brodé homme,Textile,45475.0,2.0,Thiès,Orange Money,V009,90950.0
2024-02-01,Huile palme 20L,Alimentation,18260.0,3.0,Ziguinchor,Orange Money,V024,54780.0
2024-11-20,Huile de coco 250ml,Cosmétiques,3261.0,1.0,Thiès,Espèces,V036,3261.0
2024-05-08,Tecno Spark 40 5G,Électronique,87068.0,1.0,Thiès,Wave,V035,87068.0
2024-01-04,Boubou brodé homme,Textile,41448.0,2.0,Saint-Louis,Orange Money,V015,82896.0
2024-12-24,Ventilateur sur pied,Électroménager,37297.0,1.0,Thiès,Espèces,V043,37297.0
2024-04-09,Tôles ondulées (unité),Construction,12174.0,2.0,Dakar,Wave,V004,24348.0
2024-05-27,Porte métallique,Construction,82360.0,3.0,Dakar,Orange Money,V033,247080.0
2024-11-12,Tecno Spark 40 5G,Électronique,100918.0,1.0,Dakar,Orange Money,V033,100918.0
2024-03-13,Parfum homme 100ml,Cosmétiques,29974.0,1.0,Dakar,Free Money,V003,29974.0
2024-04-16,Fenêtre aluminium,Construction,42114.0,2.0,Dakar,Free Money,V019,84228.0
2024-06-10,Huile végétale 5L,Alimentation,5723.0,5.0,Ziguinchor,Free Money,V005,28615.0
2024-05-20,Huile d'argan 100ml,Cosmétiques,12777.0,1.0,Ziguinchor,Espèces,V041,12777.0
2024-06-02,Sable 1m³,Construction,24348.0,10.0,Kaolack,Wave,V041,243480.0
2024-04-16,Gel coiffant 500ml,Cosmétiques,4677.0,1.0,Dakar,Espèces,V011,4677.0
2024-08-09,Sable 1m³,Construction,24820.0,3.0,Ziguinchor,Espèces,V046,74460.0
2024-11-27,Bouilloire électrique,Électroménager,12744.0,1.0,Saint-Louis,Wave,V025,12744.0
2024-02-17,Micro-ondes 20L,Électroménager,70038.0,1.0,Saint-Louis,Espèces,V034,70038.0
2024-12-02,Gel coiffant 500ml,Cosmétiques,4118.0,1.0,Dakar,Orange Money,V009,4118.0
2024-11-22,Crème éclaircissante 500ml,Cosmétiques,9647.0,3.0,Dakar,Free Money,V017,28941.0
2024-01-21,Sable 1m³,Construction,24359.0,5.0,Ziguinchor,Espèces,V038,121795.0
2024-01-28,Beurre de karité 500g,Cosmétiques,5447.0,2.0,Thiès,Orange Money,V016,10894.0
2024-05-17,Peinture 25L,Construction,37213.0,2.0,Dakar,,V024,74426.0
2024-02-21,Thé Lipton 200g,Alimentation,1727.0,2.0,Dakar,Wave,V023,3454.0
2024-10-02,Sarouel coton,Textile,11595.0,3.0,Thiès,Free Money,V008,34785.0
2024-05-05,Henné naturel 100g,Cosmétiques,2682.0,1.0,Dakar,Wave,V011,2682.0
2024-08-23,Climatiseur 12000 BTU,Électroménager,343862.0,1.0,Kaolack,Espèces,V044,343862.0
2024-05-22,Gel coiffant 500ml,Cosmétiques,4487.0,3.0,Saint-Louis,Orange Money,V011,13461.0
2024-12-25,Bouilloire électrique,Électroménager,10827.0,1.0,Dakar,Espèces,V036,10827.0
2024-11-11,Parfum homme 100ml,Cosmétiques,24943.0,1.0,Dakar,Espèces,V026,24943.0
2024-08-25,Bazin riche 5 yards,Textile,38126.0,3.0,Dakar,Orange Money,V004,114378.0
2024-03-19,Boubou brodé homme,Textile,50134.0,1.0,Dakar,Free Money,V047,50134.0
2024-05-09,Huile d'argan 100ml,Cosmétiques,10762.0,2.0,Dakar,Carte bancaire,V014,21524.0
2024-07-08,Chargeur rapide,Électronique,7644.0,2.0,Dakar,Free Money,V029,15288.0
2024-05-10,Voile hijab,Textile,3900.0,1.0,Saint-Louis,Espèces,V040,3900.0
2024-04-26,Huile palme 20L,Alimentation,16334.0,2.0,Dakar,Wave,V033,32668.0
2024-11-19,Mixeur,Électroménager,25524.0,2.0,Thiès,Orange Money,V044,51048.0
2024-12-10,Porte métallique,Construction,77222.0,1.0,Dakar,Wizall,V018,77222.0
2024-04-21,Samsung Galaxy A25,Électronique,122447.0,1.0,Ziguinchor,Orange Money,V047,122447.0
2024-05-18,"Téléviseur LED 32""",Électronique,121886.0,1.0,Ziguinchor,Carte bancaire,V007,121886.0
2024-12-02,Powerbank 10000mAh,Électronique,11630.0,1.0,Saint-Louis,Espèces,V022,11630.0
2024-02-08,Sable 1m³,Construction,25769.0,3.0,Dakar,Orange Money,V039,77307.0
2024-08-14,Tissu Bogolan 3 yards,Textile,11953.0,1.0,Kaolack,Free Money,V005,11953.0
2024-11-29,Briques creuses (unité),Construction,210.0,230.0,Ziguinchor,Carte bancaire,V018,48300.0
2024-11-10,Sable 1m³,Construction,21303.0,3.0,Dakar,Orange Money,V048,63909.0
2024-12-03,Fer à repasser,Électroménager,19778.0,1.0,Dakar,Wave,V034,19778.0
2024-01-21,Machine à laver 7kg,Électroménager,194382.0,1.0,Thiès,Wave,V010,194382.0
2024-06-25,Gravier 1m³,Construction,23921.0,3.0,Kaolack,Wave,V026,71763.0
2024-01-23,Café Touba 500g,Alimentation,2337.0,5.0,Dakar,Espèces,V014,11685.0
2024-10-01,Mboubou femme,Textile,45011.0,2.0,Dakar,Orange Money,V026,90022.0
2024-11-10,Tôles ondulées (unité),Construction,12392.0,1.0,Dakar,Orange Money,V010,12392.0
2024-11-25,Sarouel coton,Textile,12912.0,2.0,Saint-Louis,Wave,V050,25824.0
2024-07-16,Gravier 1m³,Construction,25894.0,2.0,Dakar,Wave,V013,51788.0
2024-05-28,Sarouel coton,Textile,12864.0,1.0,Dakar,Free Money,V024,12864.0
2024-01-13,Samsung Galaxy A25,Électronique,126730.0,1.0,Dakar,Orange Money,V020,126730.0
2024-10-22,Climatiseur 12000 BTU,Électroménager,316821.0,1.0,Thiès,Orange Money,V005,316821.0
2024-08-29,Mixeur,Électroménager,23482.0,1.0,Dakar,Espèces,V042,23482.0
2024-07-18,Parfum femme 100ml,Cosmétiques,29997.0,2.0,Dakar,Carte bancaire,V025,59994.0
2024-07-01,Congélateur 200L,Électroménager,252463.0,1.0,Saint-Louis,Orange Money,V026,252463.0
2024-10-21,Tissu Bogolan 3 yards,Textile,12506.0,4.0,Dakar,Orange Money,V034,50024.0
2024-07-04,Huile palme 20L,Alimentation,18742.0,1.0,Kaolack,Espèces,V009,18742.0
2024-10-25,Sable 1m³,Construction,27184.0,2.0,Dakar,Wave,V035,54368.0
2024-06-07,Peinture 25L,Construction,37688.0,3.0,Dakar,Orange Money,V002,113064.0
2024-09-02,Beurre de karité 500g,Cosmétiques,5449.0,2.0,Saint-Louis,Wave,V009,10898.0
2024-11-14,Crème éclaircissante 500ml,Cosmétiques,8383.0,2.0,Thiès,Orange Money,V031,16766.0
2024-07-11,Riz brisé 50kg,Alimentation,25436.0,1.0,Ziguinchor,Carte bancaire,V037,25436.0
2024-10-31,Boubou brodé homme,Textile,50209.0,2.0,Ziguinchor,Orange Money,V010,100418.0
2024-02-17,Fer à repasser,Électroménager,20024.0,1.0,Ziguinchor,Orange Money,V006,20024.0
2024-07-04,Huile végétale 5L,Alimentation,5464.0,3.0,Saint-Louis,Espèces,V032,16392.0
2024-08-16,Farine blé 50kg,Alimentation,28482.0,1.0,Kaolack,Wave,V049,28482.0
2024-10-31,Infinix Note 50 Pro,Électronique,148102.0,1.0,Dakar,Wave,V025,148102.0
2024-10-01,Huile de coco 250ml,Cosmétiques,3975.0,1.0,Dakar,Orange Money,V022,3975.0
2024-03-14,Machine à laver 7kg,Électroménager,182993.0,1.0,Kaolack,Orange Money,V034,182993.0
2024-07-30,Infinix Note 50 Pro,Électronique,152541.0,2.0,Thiès,Orange Money,V040,305082.0
2024-11-02,Mixeur,Électroménager,25137.0,1.0,Dakar,Wave,V046,25137.0
2024-07-22,Riz brisé 50kg,Alimentation,27770.0,1.0,Dakar,Free Money,V015,27770.0
2024-07-25,Pagne Kenté 6 yards,Textile,24176.0,1.0,Thiès,Orange Money,V050,24176.0
2024-03-27,Riz parfumé 50kg,Alimentation,32366.0,2.0,Thiès,Orange Money,V030,64732.0
2024-12-20,Huile végétale 5L,Alimentation,5617.0,1.0,Dakar,Orange Money,V001,5617.0
2024-04-24,Crème éclaircissante 500ml,Cosmétiques,8477.0,1.0,Ziguinchor,Espèces,V018,8477.0
2024-05-07,"Téléviseur LED 32""",Électronique,117575.0,1.0,Dakar,Free Money,V023,117575.0
2024-10-10,Sarouel coton,Textile,10487.0,2.0,Dakar,Espèces,V019,20974.0
2024-06-21,Clé USB 32GB,Électronique,5298.0,1.0,Dakar,Wave,V001,5298.0
2024-05-13,Crème éclaircissante 500ml,Cosmétiques,9230.0,1.0,Thiès,Orange Money,V046,9230.0
2024-04-09,Clé USB 32GB,Électronique,5568.0,2.0,Kaolack,Espèces,V001,11136.0
2024-06-28,Ventilateur sur pied,Électroménager,37179.0,1.0,Dakar,Carte bancaire,V031,37179.0
2024-09-21,Clé USB 32GB,Électronique,5338.0,1.0,Dakar,Carte bancaire,V011,5338.0
2024-10-09,Gel coiffant 500ml,Cosmétiques,4120.0,1.0,Dakar,Free Money,V015,4120.0
2024-11-16,Tôles ondulées (unité),Construction,11267.0,5.0,Dakar,Espèces,V011,56335.0
2024-11-08,Micro-ondes 20L,Électroménager,68893.0,1.0,Thiès,Orange Money,V003,68893.0
2024-10-12,Gravier 1m³,Construction,31820.0,1.0,Thiès,Wave,V037,31820.0
2024-03-23,Mixeur,Électroménager,24659.0,1.0,Thiès,Carte bancaire,V020,24659.0
2024-04-13,Tissu Bogolan 3 yards,Textile,11125.0,1.0,Ziguinchor,Espèces,V043,11125.0
2024-05-08,Farine blé 50kg,Alimentation,29814.0,3.0,Dakar,Orange Money,V008,89442.0
2024-06-14,Riz brisé 50kg,Alimentation,23486.0,2.0,Thiès,Carte bancaire,V043,46972.0
2024-06-25,Café Touba 500g,Alimentation,2447.0,3.0,Kaolack,Orange Money,V005,7341.0
2024-05-29,Fer à béton 12mm,Construction,504.0,246.0,Thiès,Orange Money,V044,123984.0
2024-09-17,Écouteurs Bluetooth,Électronique,13735.0,2.0,Saint-Louis,Orange Money,V015,27470.0
2024-11-04,iPhone 12,Électronique,462545.0,1.0,Dakar,Wave,V020,462545.0
2024-09-16,Moussor femme,Textile,14894.0,1.0,Saint-Louis,Orange Money,V030,14894.0
2024-09-25,iPhone 12,Électronique,454549.0,1.0,Thiès,Espèces,V037,454549.0
2024-05-25,Bazin riche 5 yards,Textile,37736.0,2.0,Ziguinchor,Carte bancaire,V038,75472.0
2024-11-04,Climatiseur 12000 BTU,Électroménager,291891.0,1.0,Thiès,Orange Money,V044,291891.0
2024-06-13,Powerbank 10000mAh,Électronique,12540.0,2.0,Kaolack,Orange Money,V015,25080.0
2024-10-05,Maquillage palette,Cosmétiques,18644.0,2.0,Thiès,Espèces,V030,37288.0
2024-04-06,Ventilateur sur pied,Électroménager,33116.0,1.0,Dakar,Wave,V045,33116.0
2024-10-21,Gel coiffant 500ml,Cosmétiques,4380.0,1.0,Kaolack,Wave,V019,4380.0
2024-03-31,Huile végétale 5L,Alimentation,5720.0,3.0,Dakar,Orange Money,V045,17160.0
2024-12-14,Mixeur,Électroménager,25120.0,1.0,Ziguinchor,Orange Money,V007,25120.0
2024-08-02,Crème éclaircissante 500ml,Cosmétiques,9657.0,1.0,Ziguinchor,Wizall,V043,9657.0
2024-02-29,Huawei Nova 13,Électronique,167346.0,1.0,Kaolack,Orange Money,V041,167346.0
2024-05-13,Congélateur 200L,Électroménager,246491.0,1.0,Dakar,Free Money,V016,246491.0
2024-04-06,Chargeur rapide,Électronique,8879.0,1.0,Dakar,Espèces,V031,8879.0
2024-12-25,Crème éclaircissante 500ml,Cosmétiques,9045.0,1.0,Dakar,Free Money,V027,9045.0
2024-02-20,Ciment 50kg,Construction,4673.0,2.0,Thiès,Espèces,V035,9346.0
2024-07-24,Ciment 50kg,Construction,4434.0,1.0,Kaolack,Wave,V013,4434.0
2024-09-24,iPhone 12,Électronique,456217.0,1.0,Kaolack,Wave,V049,456217.0
2024-04-04,Beurre de karité 500g,Cosmétiques,5009.0,1.0,Thiès,Orange Money,V033,5009.0
2024-07-29,Ventilateur sur pied,Électroménager,35107.0,1.0,Thiès,Carte bancaire,V009,35107.0
2024-03-21,Sarouel coton,Textile,11776.0,1.0,Thiès,Wave,V017,11776.0
2024-03-05,Ciment 50kg,Construction,4330.0,1.0,Thiès,Free Money,V030,4330.0
2024-04-14,Samsung Galaxy A25,Électronique,116889.0,1.0,Dakar,Espèces,V017,116889.0
2024-10-14,Mboubou femme,Textile,34977.0,1.0,Kaolack,Orange Money,V018,34977.0
2024-02-21,Gel coiffant 500ml,Cosmétiques,4844.0,1.0,Dakar,Wizall,V014,4844.0
2024-02-27,Fer à béton 12mm,Construction,498.0,17.0,Thiès,Orange Money,V026,8466.0
2024-01-19,Maquillage palette,Cosmétiques,15334.0,1.0,Dakar,Espèces,V004,15334.0
2024-01-07,Huile végétale 5L,Alimentation,5305.0,2.0,Dakar,Orange Money,V039,10610.0
2024-08-15,Tecno Spark 40 5G,Électronique,88520.0,1.0,Thiès,Orange Money,V047,88520.0
2024-04-02,Savon noir Dudu Osun,Cosmétiques,1310.0,1.0,Thiès,Espèces,V004,1310.0
2024-04-26,Voile hijab,Textile,3973.0,2.0,Dakar,Espèces,V040,7946.0
2024-03-01,Henné naturel 100g,Cosmétiques,2723.0,2.0,Dakar,Espèces,V005,5446.0
2024-12-23,Sarouel coton,Textile,11246.0,4.0,Thiès,Wave,V038,44984.0
2024-04-07,Cuisinière 4 feux,Électroménager,166009.0,1.0,Kaolack,Free Money,V013,166009.0
2024-03-05,Parfum homme 100ml,Cosmétiques,23402.0,3.0,Dakar,Wave,V035,70206.0
2024-10-01,Henné naturel 100g,Cosmétiques,2630.0,1.0,Dakar,Orange Money,V036,2630.0
2024-02-14,Écouteurs Bluetooth,Électronique,13751.0,1.0,Kaolack,Orange Money,V011,13751.0
2024-03-01,Beurre de karité 500g,Cosmétiques,4892.0,1.0,Dakar,Orange Money,V031,4892.0
2024-04-26,Carrelage m²,Construction,8305.0,1.0,Dakar,Wave,V033,8305.0
2024-05-27,Beurre de karité 500g,Cosmétiques,4765.0,1.0,Dakar,Orange Money,V039,4765.0
2024-08-07,Tissu Bogolan 3 yards,Textile,10434.0,3.0,Dakar,Wave,V019,31302.0
2024-07-12,Briques creuses (unité),Construction,214.0,11.0,Dakar,Orange Money,V021,2354.0
2024-03-13,Powerbank 10000mAh,Électronique,11416.0,1.0,Dakar,Orange Money,V031,11416.0
2024-12-13,Beurre de karité 500g,Cosmétiques,5489.0,1.0,Saint-Louis,Carte bancaire,V002,5489.0
2024-10-02,Gravier 1m³,Construction,27643.0,2.0,Ziguinchor,Carte bancaire,V001,55286.0
2024-07-25,Micro-ondes 20L,Électroménager,64713.0,1.0,Saint-Louis,Orange Money,V032,64713.0
2024-03-27,Dentelle Guipure 5 yards,Textile,24497.0,1.0,Dakar,Wave,V025,24497.0
2024-12-27,Café Touba 500g,Alimentation,2567.0,1.0,Dakar,Orange Money,V028,2567.0
2024-12-23,Sarouel coton,Textile,13208.0,1.0,Kaolack,Wave,V028,13208.0
2024-06-28,Sucre cristallisé 50kg,Alimentation,28553.0,1.0,Thiès,Espèces,V031,28553.0
2024-10-10,Café Touba 500g,Alimentation,2357.0,3.0,Thiès,Orange Money,V019,7071.0
2024-12-10,Ventilateur sur pied,Électroménager,35523.0,1.0,Dakar,Espèces,V040,35523.0
2024-11-08,Fenêtre aluminium,Construction,45394.0,1.0,Saint-Louis,Espèces,V013,45394.0
2024-12-27,Sucre cristallisé 50kg,Alimentation,28731.0,3.0,Dakar,Free Money,V035,86193.0
2024-01-18,Boubou brodé homme,Textile,49435.0,1.0,Kaolack,Wave,V007,49435.0
2024-05-07,Gel coiffant 500ml,Cosmétiques,4492.0,1.0,Dakar,Orange Money,V049,4492.0
2024-04-11,Farine blé 50kg,Alimentation,28139.0,1.0,Dakar,Wizall,V036,28139.0
2024-12-19,Tecno Spark 40 5G,Électronique,104435.0,1.0,Dakar,Orange Money,V028,104435.0
2024-09-23,Huile d'argan 100ml,Cosmétiques,13651.0,3.0,Dakar,Orange Money,V005,40953.0
